,name,pairname,catalogid1,catalogid2,nd_value,resolution,algm_ver,creationda,raster,fileurl,acquisitio,spec_type,sensor1,qual,dx,dy,dz,reg_src,num_gcps,meanresz,active,qc,rel_ver,acquisit_1,sensor2,st_area_sh,st_length_,geometry,clip_area,minx,miny,maxx,maxy
27,SETSM_W1W1_20110524_102001001307F300_1020010015D47500_seg6_2m_v3.0,W1W1_20110524_102001001307F300_1020010015D47500,102001001307F300,1020010015D47500,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w156/SETSM_W1W1_20110524_102001001307F300_1020010015D47500_seg6_2m_v3.0.tar.gz,2011-05-24,DEM,WV01,0.26910607,2.72,0.052,0.395,ICESat,9,-0.072,1,0,7,2011-05-29,WV01,120127799.946,45330.4215579,"POLYGON ((-1978894 724642, -1978718 725082, -1977014 729234, -1976390 730722, -1976302 730914, -1976294 730922, -1976256.000100002 730922, -1976160 730890, -1969798.945668124 728612.2787223101, -1969798.945668124 720083.3372323093, -1977486 722910, -1978078 723142, -1978086 723150, -1978894 724620, -1978894 724642))",67347470.3032064,-1978894,720083.337232309,-1969798.94566812,730922
28,SETSM_W1W2_20160720_1020010053AB7100_10300100570FB000_seg3_2m_v3.0,W1W2_20160720_1020010053AB7100_10300100570FB000,1020010053AB7100,10300100570FB000,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w156/SETSM_W1W2_20160720_1020010053AB7100_10300100570FB000_seg3_2m_v3.0.tar.gz,2016-07-20,DEM,WV01,0.66460737,11.134,-8.257,-5.532,ICESat,82,-0.722,1,0,7,2016-07-24,WV02,132395162.033,46112.0953724,"POLYGON ((-1972898 738100, -1972850 738244, -1969798.945668124 746931.8875037221, -1969798.945668124 736611.8031466957, -1971298 737142, -1971954 737382, -1972626 737654, -1972714 737694, -1972730 737710, -1972866 737982, -1972898 738054, -1972898 738100))",16551763.2201144,-1972898,736611.803146696,-1969798.94566812,746931.887503722
29,SETSM_WV01_20160720_1020010053AB7100_1020010053AF1100_seg3_2m_v3.0,WV01_20160720_1020010053AB7100_1020010053AF1100,1020010053AB7100,1020010053AF1100,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w156/SETSM_WV01_20160720_1020010053AB7100_1020010053AF1100_seg3_2m_v3.0.tar.gz,2016-07-20,DEM,WV01,0.66516555,7.597,-2.421,-1.081,ICESat,33,0.481,1,0,7,2016-07-20,WV01,84709275.6123,44771.527344,"POLYGON ((-1975128 734150, -1975120 734278, -1975104 734366, -1975056 734558, -1972505.999899998 743450, -1972426 743706, -1970650 749136, -1970466.000100002 749600, -1969860 750920, -1969798.945668124 750987.5958674341, -1969798.945668124 736650.703024995, -1970892 733488, -1971004 733176, -1971076 732992, -1971116 732912, -1971124 732904, -1971364 732808, -1972665.999899998 733112, -1972786 733152, -1974992 733968, -1975120 734024, -1975128 734032, -1975128 734150))",51057843.1171617,-1975128,732808,-1969798.94566812,750987.595867434
30,SETSM_W1W1_20100321_102001000CC6E100_102001000CE89900_seg1_2m_v3.0,W1W1_20100321_102001000CC6E100_102001000CE89900,102001000CC6E100,102001000CE89900,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w156/SETSM_W1W1_20100321_102001000CC6E100_102001000CE89900_seg1_2m_v3.0.tar.gz,2010-03-21,DEM,WV01,0.81944531,-0.221,-0.226,-1.081,ICESat,2361,-0.003,1,0,7,2010-03-25,WV01,1966518037.42,254475.760197,"POLYGON ((-2058326 742190, -2058086 742974, -2054848.000100002 752562, -2052632 759064, -2052560 759240, -2052504 759352, -2052488 759376, -2052456 759408, -2052434 759408, -2052180 759320, -2049412 758304, -2025390 749466, -1969798.945668124 729003.9491172928, -1969798.945668124 710039.8715697824, -2057310 741776, -2058238 742120, -2058310 742152, -2058326 742168, -2058326 742190))",1643853209.10563,-2058326,710039.871569782,-1969798.94566812,759408
31,SETSM_WV01_20120813_102001001BA9B400_102001001DE9F100_seg1_2m_v3.0,WV01_20120813_102001001BA9B400_102001001DE9F100,102001001BA9B400,102001001DE9F100,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w156/SETSM_WV01_20120813_102001001BA9B400_102001001DE9F100_seg1_2m_v3.0.tar.gz,2012-08-13,DEM,WV01,0.65960984,-0.083,0.569,-0.048,ICESat,1684,-0.001,1,2,7,2012-08-13,WV01,2088639862,264579.803129,"POLYGON ((-2050608 768444, -2050584 768604, -2050448 769204, -2050424 769292, -2049984 770684, -2049944 770804, -2044056 785138, -2043960 785330, -2043760 785714, -2043752 785722, -2043714 785722, -2043666 785706, -2026924 779306, -2019230 776362, -1969798.945668124 757430.5512553995, -1969798.945668124 738047.9062789269, -2049184 767822, -2050328 768254, -2050568 768350, -2050600 768366, -2050608 768374, -2050608 768444))",1526456700.12136,-2050608,738047.906278927,-1969798.94566812,785722
32,SETSM_WV01_20150314_102001003ADB2E00_102001003C71EC00_seg1_2m_v3.0,WV01_20150314_102001003ADB2E00_102001003C71EC00,102001003ADB2E00,102001003C71EC00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w158/SETSM_WV01_20150314_102001003ADB2E00_102001003C71EC00_seg1_2m_v3.0.tar.gz,2015-03-14,DEM,WV01,0.99718439,0.184,0.364,3.586,ICESat,5487,0,1,2,7,2015-03-14,WV01,2300415178.69,270026.560133,"POLYGON ((-2029532 818304, -2029516 818392, -2029420 818680, -2029284 819072, -2025796 828878, -2024204 833108, -2023812 834092, -2023284 835276, -2022924 836052, -2022908 836076, -2022788 836196, -2022158 836196, -2021910 836100, -1969798.945668124 815089.9001313074, -1969798.945668124 793484.9361718612, -2029379.999899998 818186, -2029516 818250, -2029532 818266, -2029532 818304))",1201937451.1749,-2029532,793484.936171861,-1969798.94566812,836196
33,SETSM_WV01_20120519_102001001BDED200_102001001B517500_seg1_2m_v3.0,WV01_20120519_102001001BDED200_102001001B517500,102001001BDED200,102001001B517500,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w158/SETSM_WV01_20120519_102001001BDED200_102001001B517500_seg1_2m_v3.0.tar.gz,2012-05-19,DEM,WV01,0.56987431,-0.148,-0.085,-1.217,ICESat,420,0,1,0,7,2012-05-19,WV01,2305105871.79,270267.494707,"POLYGON ((-2023658 838514, -2023586 838730, -2021034 845336, -2020585.317588091 845945.3247897802, -1988739.023889884 845945.3247897802, -1988646.000100002 845906, -1969798.945668124 837847.8881356255, -1969798.945668124 816270.9180469431, -2023570 838420, -2023650 838460, -2023658 838468, -2023658 838514))",913467618.373726,-2023658,816270.918046943,-1969798.94566812,845945.32478978
34,SETSM_WV01_20170704_102001006617B300_1020010065C35F00_seg1_2m_v3.0,WV01_20170704_102001006617B300_1020010065C35F00,102001006617B300,1020010065C35F00,-9999,2,SETSM,3.2.8,2018-04-12,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w158/SETSM_WV01_20170704_102001006617B300_1020010065C35F00_seg1_2m_v3.0.tar.gz,2017-07-04,DEM,WV01,0.82841212,-1.259,-2.435,1.15,ICESat,239,-0.023,1,0,7,2017-07-04,WV01,1988226273.97,237472.370275,"POLYGON ((-2020316 842360, -2020188 842664, -2018753.126774618 845945.3247897802, -1975555.434326665 845945.3247897802, -1973382 845010, -1969798.945668124 843466.7139706925, -1969798.945668124 821366.9404283646, -2020084 842210, -2020308 842314, -2020316 842322, -2020316 842360))",702806084.849831,-2020316,821366.940428365,-1969798.94566812,845945.32478978
35,SETSM_WV01_20130316_102001001FB4C400_1020010020C15E00_seg1_2m_v3.0,WV01_20130316_102001001FB4C400_1020010020C15E00,102001001FB4C400,1020010020C15E00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w158/SETSM_WV01_20130316_102001001FB4C400_1020010020C15E00_seg1_2m_v3.0.tar.gz,2013-03-16,DEM,WV01,0.98502333,0,0,0,ICESat,1334,0.03,1,0,7,2013-03-16,WV01,695110134.94,104971.381281,"POLYGON ((-2007386 812784, -2007298 812960, -2004482 818312, -2003842 819520, -2003802 819584, -2003730 819680, -2003482.000100002 819984, -2002818 820776, -2002082 821648, -2000626 823360, -1993796 831184, -1992996 832096, -1991684 833568, -1990948 834376, -1990644 834704, -1990500 834848, -1990460 834872, -1990414 834872, -1990254 834808, -1985174 832664, -1983062 831768, -1975826 828688, -1969798.945668124 826117.2729222338, -1969798.945668124 825251.1768975655, -1980754.000100002 803558, -1980906 803262, -1981058 803070, -1981442 802622, -1981466 802598, -1981490 802590, -1981540 802590, -1981636 802614, -2007362 812754, -2007378 812762, -2007386 812770, -2007386 812784))",694955164.658391,-2007386,802590,-1969798.94566812,834872
36,SETSM_WV01_20120506_102001001B095100_102001001BE66800_seg1_2m_v3.0,WV01_20120506_102001001B095100_102001001BE66800,102001001B095100,102001001BE66800,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w158/SETSM_WV01_20120506_102001001B095100_102001001BE66800_seg1_2m_v3.0.tar.gz,2012-05-06,DEM,WV01,0.99519463,-0.29,1.763,0.59,ICESat,644,-0.003,1,2,7,2012-05-06,WV01,2431488369,274511.537184,"POLYGON ((-2024560 838028, -2024232 838948, -2024072 839388, -2022720 842970, -2022138 844474, -2022017.999899998 844714, -2021308.177464665 845945.3247897802, -1988357.606499725 845945.3247897802, -1975356 840390, -1969798.945668124 838012.9504614354, -1969798.945668124 815488.0404445502, -2022344 837068, -2024408 837918, -2024552 837990, -2024560 837998, -2024560 838028))",966621944.210866,-2024560,815488.04044455,-1969798.94566812,845945.32478978
37,SETSM_WV01_20120524_102001001AC6E100_102001001AB0DE00_seg1_2m_v3.0,WV01_20120524_102001001AC6E100_102001001AB0DE00,102001001AC6E100,102001001AB0DE00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w158/SETSM_WV01_20120524_102001001AC6E100_102001001AB0DE00_seg1_2m_v3.0.tar.gz,2012-05-24,DEM,WV01,0.9891445,-0.28,0.341,2.789,ICESat,1065,-0.003,1,0,7,2012-05-24,WV01,2138524931.98,271444.437084,"POLYGON ((-2030344 823434, -2030240 823874, -2030160 824186, -2029608 826266, -2028880 828738, -2027832 831768, -2027752 831960, -2025128 838128, -2024216 840256, -2024048 840632, -2024024 840680, -2023994 840680, -2020482 839232, -1969798.945668124 818288.5970700897, -1969798.945668124 798706.5148653497, -2030320 823332, -2030336.000100002 823340, -2030344 823348, -2030344 823434))",1139800223.4736,-2030344,798706.51486535,-1969798.94566812,840680
38,SETSM_WV01_20140404_102001002B398C00_102001002E6CE300_seg1_2m_v3.0,WV01_20140404_102001002B398C00_102001002E6CE300,102001002B398C00,102001002E6CE300,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w158/SETSM_WV01_20140404_102001002B398C00_102001002E6CE300_seg1_2m_v3.0.tar.gz,2014-04-04,DEM,WV01,0.9146964,-1.21,-0.34,-0.833,ICESat,507,0.001,1,0,7,2014-04-04,WV01,440445859.997,83718.5030685,"POLYGON ((-1988620 808598, -1988564 808726, -1988028 809886, -1980406 826226, -1979886 827266, -1979856 827266, -1974528 825050, -1969798.945668124 823075.0691913596, -1969798.945668124 800961.8555284934, -1970658 801282, -1987956 808280, -1988612 808560, -1988620 808568, -1988620 808598))",321727110.559685,-1988620,800961.855528493,-1969798.94566812,827266
39,SETSM_W1W2_20130316_1020010020C15E00_10300100201CA200_seg1_2m_v3.0,W1W2_20130316_1020010020C15E00_10300100201CA200,1020010020C15E00,10300100201CA200,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w158/SETSM_W1W2_20130316_1020010020C15E00_10300100201CA200_seg1_2m_v3.0.tar.gz,2013-03-16,DEM,WV01,0.99116075,0.206,0.294,1.587,ICESat,204,0,1,0,7,2013-03-16,WV02,108200754,47342.0492933,"POLYGON ((-1984126 807968, -1984118 808000, -1983974 808416, -1980118 819388, -1978494 823962, -1978438 824114, -1978366 824290, -1978302 824418, -1978286 824442, -1978254 824474, -1978216 824474, -1975882 823546, -1975162 823250, -1971746 821818, -1971698 821794, -1971610 821730, -1971586 821706, -1971586 821692, -1979480 806058, -1979488 806050, -1979494 806050, -1979766 806154, -1981358 806794, -1984126 807922, -1984126 807968))",108200754,-1984126,806050,-1971586,824474
40,SETSM_W1W2_20140404_102001002E6CE300_103001002F417000_seg1_2m_v3.0,W1W2_20140404_102001002E6CE300_103001002F417000,102001002E6CE300,103001002F417000,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w158/SETSM_W1W2_20140404_102001002E6CE300_103001002F417000_seg1_2m_v3.0.tar.gz,2014-04-04,DEM,WV01,0.98318386,0.132,0.185,5.749,ICESat,161,0,1,0,7,2014-04-12,WV02,291446510.38,69969.0585139,"POLYGON ((-1988604 808618, -1988124 809682, -1984604 817432, -1983252 820384, -1983140 820616, -1983132 820624, -1983046 820624, -1982838 820600, -1982766 820576, -1979622 819376, -1974114 817250, -1969798.945668124 815581.9402746828, -1969798.945668124 800952.3550670879, -1979450 804842, -1987508 808108, -1988508.000100002 808516, -1988588 808556, -1988604 808572, -1988604 808618))",232920591.290157,-1988604,800952.355067088,-1969798.94566812,820624
41,SETSM_WV01_20160723_102001005168DD00_10200100515EEB00_seg1_2m_v3.0,WV01_20160723_102001005168DD00_10200100515EEB00,102001005168DD00,10200100515EEB00,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w158/SETSM_WV01_20160723_102001005168DD00_10200100515EEB00_seg1_2m_v3.0.tar.gz,2016-07-23,DEM,WV01,0.72978717,0.941,1.105,0.08,ICESat,382,-0.002,1,0,7,2016-07-23,WV01,2245582990,263090.750501,"POLYGON ((-2022306 836840, -2018455.394024364 845945.3247897802, -1991272.091545881 845945.3247897802, -1969798.945668124 836804.069834143, -1969798.945668124 815181.3505938346, -2021802 836594, -2022298 836802, -2022306 836810, -2022306 836840))",932042564.434222,-2022306,815181.350593835,-1969798.94566812,845945.32478978
42,SETSM_WV01_20150313_102001003A837E00_102001003C853700_seg1_2m_v3.0,WV01_20150313_102001003A837E00_102001003C853700,102001003A837E00,102001003C853700,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w158/SETSM_WV01_20150313_102001003A837E00_102001003C853700_seg1_2m_v3.0.tar.gz,2015-03-13,DEM,WV01,0.99252085,0.123,0.256,0.293,ICESat,2360,0,1,2,7,2015-03-13,WV01,2073967854.8,264605.24953,"POLYGON ((-2020840 842976, -2020832 843040, -2020792 843176, -2020760 843272, -2020232 844550, -2019624.728681544 845945.3247897802, -1980926.661003607 845945.3247897802, -1969798.945668124 841227.3846165843, -1969798.945668124 821505.7767857373, -2020320 842690, -2020792 842890, -2020840 842914, -2020840 842976))",673250664.0131,-2020840,821505.776785737,-1969798.94566812,845945.32478978
43,SETSM_W1W2_20120924_102001001D800700_103001001CCE7100_seg3_2m_v3.0,W1W2_20120924_102001001D800700_103001001CCE7100,102001001D800700,103001001CCE7100,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w155/SETSM_W1W2_20120924_102001001D800700_103001001CCE7100_seg3_2m_v3.0.tar.gz,2012-09-24,DEM,WV01,0.43607857,-0.959,-4.741,-3.826,ICESat,45,-0.133,1,0,7,2012-10-01,WV02,191721000.101,77797.0823411,"POLYGON ((-2032194 716952, -2032090 717400, -2031018 721086, -2030642 722102, -2030618 722150, -2030594 722174, -2030396 722174, -2029132 721838, -2022550 719576, -2004348 713062, -1999564 711342, -1999396 710640, -1999396.000100002 710590, -1999420 710430, -1999852 708318, -1999924 707998, -2000459.999899998 705854, -2000492 705750, -2000500 705734, -2000532 705702, -2000574 705702, -2000637.999899998 705710, -2000702 705726, -2000870 705782, -2031906 716762, -2032082 716826, -2032146 716858, -2032170 716874, -2032194 716898, -2032194 716952))",191721000.100702,-2032194,705702,-1999396,722174
44,SETSM_W1W1_20110421_1020010012066700_1020010012C77300_seg3_2m_v3.0,W1W1_20110421_1020010012066700_1020010012C77300,1020010012066700,1020010012C77300,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w155/SETSM_W1W1_20110421_1020010012066700_1020010012C77300_seg3_2m_v3.0.tar.gz,2011-04-21,DEM,WV01,0.98492529,0.206,-0.642,3.361,ICESat,62,-0.008,1,0,7,2011-04-25,WV01,110993280,44846.3978036,"POLYGON ((-2036510 706164, -2036486 706244, -2035614 708866, -2034414 712442, -2034182 713026, -2034166 713058, -2034144 713058, -2034024 713018, -2024192 709594, -2019904 708098, -2019872 708082, -2019864 708074, -2019864 708060, -2022024 701894, -2022272 701198, -2022288 701166, -2022318 701166, -2024358 701878, -2036494 706126, -2036510 706142, -2036510 706164))",110993280,-2036510,701166,-2019864,713058
45,SETSM_W1W1_20110421_1020010012066700_1020010012C77300_seg7_2m_v3.0,W1W1_20110421_1020010012066700_1020010012C77300,1020010012066700,1020010012C77300,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w155/SETSM_W1W1_20110421_1020010012066700_1020010012C77300_seg7_2m_v3.0.tar.gz,2011-04-25,DEM,WV01,0.85807203,0,0,0,,0,0,1,0,7,2011-04-21,WV01,129797331.997,48498.6375068,"POLYGON ((-1975900 684732, -1975252 686722, -1973924 690744, -1973588 691736, -1973548 691816, -1973499.999899998 691864, -1973468 691880, -1973444 691888, -1973358 691888, -1973286 691864, -1969798.945668124 690652.3466973037, -1969798.945668124 682475.9344956892, -1975884 684678, -1975900 684694, -1975900 684732))",40083926.0947509,-1975900,682475.934495689,-1969798.94566812,691888
46,SETSM_WV01_20120924_102001001D0E0E00_102001001D800700_seg2_2m_v3.0,WV01_20120924_102001001D0E0E00_102001001D800700,102001001D0E0E00,102001001D800700,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w155/SETSM_WV01_20120924_102001001D0E0E00_102001001D800700_seg2_2m_v3.0.tar.gz,2012-09-24,DEM,WV01,0.68591814,-0.151,0.018,-1.342,ICESat,41,0.015,1,0,7,2012-09-24,WV01,329738243.998,70707.1688951,"POLYGON ((-1970216 697488, -1970208 697528, -1969798.945668124 699198.9139002966, -1969798.945668124 697254.2473486663, -1970192 697394, -1970208 697402, -1970216 697410, -1970216 697488))",424777.757524247,-1970216,697254.247348666,-1969798.94566812,699198.913900297
47,SETSM_W1W2_20120924_102001001D800700_103001001CCE7100_seg1_2m_v3.0,W1W2_20120924_102001001D800700_103001001CCE7100,102001001D800700,103001001CCE7100,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w155/SETSM_W1W2_20120924_102001001D800700_103001001CCE7100_seg1_2m_v3.0.tar.gz,2012-09-24,DEM,WV01,0.3782459,0,0,0,,0,0,1,0,7,2012-10-01,WV02,118055424.004,51781.5553564,"POLYGON ((-2064132 733910, -2064084 734046, -2064068 734078, -2064022 734078, -2062392 733582, -2048352 728724, -2045080 727388, -2045015.999899998 727356, -2044984 727308, -2044928 727212, -2044920 727188, -2044920 726922, -2044968 726714, -2045928 722700, -2045984 722476, -2046024 722332, -2046096 722132, -2046120 722076, -2046208 721924, -2046234 721924, -2047562 722316, -2047874 722412, -2048506 722620, -2056938 725562, -2064684 728324, -2065202 728516, -2065498 729188, -2064132 733910))",118055424.004,-2065498,721924,-2044920,734078
48,SETSM_WV01_20170528_102001005F84FD00_10200100628EA700_seg1_2m_v3.0,WV01_20170528_102001005F84FD00_10200100628EA700,102001005F84FD00,10200100628EA700,-9999,2,SETSM,3.2.8,2018-04-12,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w155/SETSM_WV01_20170528_102001005F84FD00_10200100628EA700_seg1_2m_v3.0.tar.gz,2017-05-28,DEM,WV01,0.98407918,1.004,-0.117,-2.004,ICESat,798,-0.001,1,0,7,2017-05-28,WV01,2147174766,264083.948801,"POLYGON ((-2063792 725776, -2063776 725840, -2059776 739684, -2058464 744044, -2058456 744060, -2058426 744060, -2058138 743964, -1969798.945668124 712260.9559660788, -1969798.945668124 692252.1217855276, -2063336 725466, -2063416 725498, -2063776 725674, -2063792 725690, -2063792 725776))",1843854995.89154,-2063792,692252.121785528,-1969798.94566812,744060
49,SETSM_WV01_20120924_102001001D0E0E00_102001001D800700_seg1_2m_v3.0,WV01_20120924_102001001D0E0E00_102001001D800700,102001001D0E0E00,102001001D800700,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w155/SETSM_WV01_20120924_102001001D0E0E00_102001001D800700_seg1_2m_v3.0.tar.gz,2012-09-24,DEM,WV01,0.77825344,-0.349,0.059,-1.805,ICESat,1268,0.001,1,2,7,2012-09-24,WV01,2126853101.6,243317.976434,"POLYGON ((-2064809.999899998 731654, -2064778 731774, -2062092 740340, -2062012 740580, -2061996 740620, -2061804 741020, -2061620 741388, -2061540 741540, -2057996 748092, -2057396 749196, -2056916 750044, -2056668 750468, -2056628 750524, -2056582 750524, -1993004 727298, -1977746 721644, -1969798.945668124 718695.1064861552, -1969798.945668124 697313.208941097, -1970064 697378, -1970784.000100002 697618, -2064770 730544, -2064858 730576, -2064809.999899998 731654))",2034568768.10442,-2064858,697313.208941097,-1969798.94566812,750524
50,SETSM_W1W1_20110421_1020010012066700_1020010012C77300_seg1_2m_v3.0,W1W1_20110421_1020010012066700_1020010012C77300,1020010012066700,1020010012C77300,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w155/SETSM_W1W1_20110421_1020010012066700_1020010012C77300_seg1_2m_v3.0.tar.gz,2011-04-21,DEM,WV01,0.90896395,-0.214,0.047,3.185,ICESat,323,0.005,1,0,7,2011-04-25,WV01,117800866.198,46699.3923827,"POLYGON ((-2067856 717078, -2067000 719636, -2065872.000100002 722962, -2065656 723586, -2065616 723682, -2065480 723954, -2065450 723954, -2065234 723882, -2059874 722020, -2051116 718972, -2050340 718700, -2050308 718684, -2050308 718670, -2051364 715632, -2052604 712082, -2052708 711802, -2052716 711794, -2052754 711802, -2066136 716432, -2067632 716952, -2067816 717024, -2067848 717040, -2067856 717048, -2067856 717078))",117800866.197503,-2067856,711794,-2050308,723954
